Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,Ent I,Ent C,Ent Cl,FC,FR,Ama,Roj.,Rob,Desp,Pos Gan/90,Pos Perd/90,Disparos,Disparos fuera área/90,TaP,Gol,Goles fuera del área,xG,Cab Int,Cab,DsR,Rec.1,Cen.In,Cen.Com,Cen I-Ab,Cen C-Ab
player_3681,DF (D),14 (7),1.511,772,653,92,12,1,"1,81",3,8,118,28,"206,5 km","11,26",41,36,4,7,15,0,0,43,30,"13,28","13,82",10,"0,3",1,1,0,"0,93",129,74,11,14,50,16,50,16
player_3682,DF/CR (D),3 (7),504,253,225,25,3,0,"0,12",0,4,38,11,"64,9 km","10,36",18,15,1,5,9,0,0,10,14,"10,36","17,5",3,"0,18",2,0,0,"0,67",38,15,4,5,15,1,15,1
player_3683,POR,2 (1),258,66,18,0,0,0,0,0,0,0,0,"22,2 km",0,0,-,0,0,2,0,0,0,-,"2,44","5,93",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3684,DF (C),29,2.576,1.537,1.277,124,10,0,"0,76",2,4,88,27,"301,8 km","4,61",30,23,4,16,9,6,0,46,42,"11,49","4,54",10,"0,03",1,0,0,"1,91",257,165,29,17,0,0,0,0
player_3685,DL (C),0 (5),128,33,30,0,0,0,0,0,2,8,1,"16,1 km","5,62",0,-,0,4,4,0,0,1,1,0,"29,53",3,0,1,0,0,"0,5",15,1,0,1,0,0,0,0
player_3686,POR,1 (3),260,68,35,0,0,0,0,0,0,0,0,"14,9 km",0,0,-,0,0,1,0,0,0,-,"1,04","10,04",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3687,"CR (D), ME (DC)",20,1.738,643,536,61,23,4,"2,47",3,34,174,52,"252,5 km","13,57",55,42,0,26,19,5,0,34,25,"5,54","12,22",10,"0,26",5,2,1,"2,03",117,67,0,9,97,13,97,13
player_3688,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3689,DL (C),7,561,140,121,4,4,0,0,1,5,26,10,"70,4 km","5,29",7,7,0,5,15,0,0,6,4,"0,64","20,86",16,"0,64",5,2,0,"1,54",60,18,0,0,3,0,3,0
player_3690,MP (DI),6 (3),547,185,156,14,5,0,"0,12",1,12,55,19,"63,9 km","11,68",13,10,0,4,1,0,0,12,8,"1,65","21,88",5,"0,16",0,0,0,"0,65",35,4,0,2,18,3,18,3
player_3691,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3692,ME (C),1 (2),179,104,83,10,0,0,0,0,3,16,4,"22,1 km","8,55",5,5,0,2,2,0,0,6,3,"13,58","9,05",0,0,-,0,0,0,12,8,0,4,6,3,6,3
player_3693,DF (I),21 (3),1.971,992,842,103,20,1,"2,94",6,30,160,45,"264,7 km","11,32",65,54,2,22,27,1,0,43,47,"12,01","16,48",4,"0,14",1,0,0,"0,17",125,64,11,21,68,5,68,5
player_3694,DF (I),0 (1),22,12,9,2,0,0,0,0,0,2,0,"3,3 km",-,1,1,0,0,0,0,0,1,0,-,-,0,-,-,0,0,0,1,0,0,0,1,0,1,0
player_3695,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3696,"DF (IC), CR (I)",12,1.080,573,465,72,15,3,"0,78",2,8,87,26,"148,7 km","11,5",33,27,3,4,12,2,0,26,20,"8,5","16,33",3,0,0,0,0,"0,28",87,59,13,13,36,3,36,3
player_3697,DF (C),8,720,429,376,38,4,0,"0,36",0,2,30,12,"85,0 km","4,62",12,11,3,4,2,0,0,15,12,"9,5","5,38",4,"0,12",0,0,0,"0,1",63,44,1,3,1,0,1,0
player_3698,POR,33,2.682,636,380,0,1,0,0,0,0,0,0,"152,6 km",0,4,0,0,0,8,0,0,0,-,"4,43","8,76",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3699,POR,1,90,16,9,0,0,0,0,0,0,0,0,"5,5 km",0,0,-,0,0,0,0,0,0,-,1,9,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3700,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3701,DF (C),16,1.342,781,707,63,5,0,"0,31",0,0,56,19,"163,7 km","4,63",23,19,3,12,5,2,1,22,27,"14,22","4,63",3,"0,07",1,0,0,"0,22",126,92,19,10,0,0,0,0
player_3702,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3703,ME/MP (D),34,2.949,1.084,904,110,36,3,"2,62",3,118,308,97,"415,5 km","13,49",65,55,1,49,34,5,0,67,23,"2,23","17,46",27,"0,27",8,2,2,"2,56",167,35,0,10,175,26,175,26
player_3704,DL (C),0 (4),51,14,12,0,0,0,0,0,0,3,1,"5,4 km",-,1,0,0,0,1,0,0,0,0,-,-,1,-,1,0,0,"0,09",5,0,0,0,0,0,0,0
player_3705,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3706,DF (C),13,1.132,668,602,51,5,0,"0,07",0,1,37,17,"125,7 km","3,9",21,18,2,8,2,1,0,21,16,"12,08","4,05",2,0,0,0,0,"0,25",103,74,12,5,2,0,2,0
player_3707,ME (C),2 (14),335,164,148,8,2,0,"0,97",3,3,38,9,"49,5 km","6,45",8,8,0,3,1,0,0,5,1,"7,52",18,5,"0,54",3,0,0,"0,68",11,1,0,0,4,0,4,0
player_3708,DF (C),0 (3),133,81,72,2,0,0,0,0,0,8,1,"16,3 km","6,77",2,2,0,2,0,0,0,4,1,"8,8","5,41",0,0,-,0,0,0,9,7,0,3,0,0,0,0
player_3709,DF/CR/ME/MP (D),0 (1),39,20,11,0,0,0,"0,23",0,0,0,0,"0,0 km",-,2,2,0,1,0,0,0,0,0,-,-,0,-,-,0,0,0,0,-,0,0,0,0,0,0
player_3710,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3711,DL (C),0 (1),17,5,4,0,0,0,0,0,0,1,0,"1,0 km",-,0,-,0,0,0,0,0,0,0,-,-,2,-,1,0,0,"0,09",3,1,0,0,0,0,0,0
player_3712,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3713,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3714,POR,0 (1),69,15,14,0,0,0,0,0,0,0,0,"3,9 km",-,0,-,0,0,0,0,0,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3715,POR,12 (2),1.155,281,180,0,0,0,0,0,0,0,0,"66,4 km",0,2,0,0,0,3,0,0,0,-,"3,04","8,88",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3716,MP (DI),4,360,80,53,0,0,1,"0,02",0,0,0,0,"0,0 km",0,2,1,0,4,6,0,0,0,0,0,0,6,0,3,0,0,"0,76",0,-,0,0,0,0,0,0
player_3717,MP (I),0 (1),45,16,12,1,1,0,"0,03",0,2,6,0,"5,5 km",-,0,-,0,0,2,0,0,1,2,-,-,2,-,0,0,0,"0,39",5,2,0,0,1,0,1,0
player_3718,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3719,ME/MP (I),34,3.060,963,826,64,48,2,"3,47",10,94,384,108,"405,5 km","12,29",85,79,0,40,41,0,0,53,37,"3,53","22,15",45,"0,53",14,6,0,"5,42",242,67,0,19,136,18,136,18
player_3720,ME/MP (C),17 (13),1.414,713,631,61,24,0,"0,85",1,12,141,39,"180,7 km","6,68",31,29,0,10,8,1,0,21,15,"7,32","15,72",10,"0,19",0,0,0,"0,79",68,22,0,4,15,3,15,3
player_3721,DF/CR (I),0 (2),31,11,9,1,0,0,0,0,0,3,1,"2,8 km",-,1,1,0,0,0,0,0,1,1,-,-,0,-,-,0,0,0,2,2,0,1,2,0,2,0
player_3722,MP (C),0 (1),9,4,4,0,0,0,0,0,0,1,0,"1,9 km",-,0,-,0,0,0,0,0,0,0,-,-,1,-,0,0,0,"0,17",1,0,0,0,0,0,0,0
player_3723,CR/ME/MP (D),2 (3),254,100,68,13,4,0,"0,58",2,11,33,12,"32,5 km","11,69",12,11,0,5,3,1,0,10,1,"7,8","20,91",0,0,-,0,0,0,20,9,0,0,21,0,21,0
player_3724,DF (C),4,320,179,161,13,1,0,"0,1",0,0,12,3,"37,7 km","4,78",3,3,1,3,0,1,1,7,6,"14,06","5,06",1,"0,28",0,0,0,0,27,18,3,5,0,0,0,0
player_3725,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3726,ME (C),0 (4),62,24,18,0,0,0,"0,22",0,0,9,1,"8,3 km",-,1,1,0,1,0,0,0,1,0,-,-,0,-,-,0,0,0,4,0,0,0,2,0,2,0
player_3727,DL (C),0 (7),206,51,43,0,0,0,0,0,2,12,4,"26,2 km","4,81",2,2,0,3,2,0,0,2,0,0,"25,78",11,"3,06",1,0,3,"1,01",27,12,0,1,0,0,0,0
player_3728,MC,1,90,51,41,2,0,0,"0,02",0,0,12,1,"13,9 km",11,1,1,0,0,0,0,0,2,1,11,6,0,0,-,0,0,0,7,4,0,1,0,0,0,0
player_3729,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3730,MP (D),1,90,20,11,0,0,0,0,0,0,0,0,"0,0 km",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0
player_3731,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3732,DF (DC),4 (2),395,220,187,16,3,0,0,0,0,13,5,"48,1 km","4,56",5,4,1,2,1,1,0,7,7,"7,97","5,01",1,"0,23",1,0,0,0,35,24,0,3,1,0,1,0
player_3733,DF (D),12 (8),1.429,712,621,65,12,1,"1,3",1,21,110,33,"195,6 km","11,21",38,36,2,13,14,4,0,35,37,"10,58","17,89",13,"0,31",1,0,0,"1,2",84,49,9,11,51,6,51,6
player_3734,POR,0 (2),131,30,8,0,0,0,0,0,0,0,0,"9,5 km",0,0,-,0,0,0,0,0,0,-,"1,37","10,99",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3735,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3736,POR,0 (8),324,76,45,0,0,0,0,0,0,0,0,"18,1 km",0,0,-,0,0,2,0,0,0,-,"1,39","7,78",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3737,"DF (IC), CR (I)",32,2.874,1.877,1.535,119,12,2,"1,64",5,4,91,26,"346,6 km","4,82",30,25,6,34,7,11,0,55,44,"12,24","3,7",8,"0,16",2,0,0,"0,72",254,156,37,18,8,0,8,0
player_3738,DF/CR/MP (I),37,2.987,1.465,1.286,181,49,7,"4,7",5,32,254,81,"397,6 km","10,73",104,87,4,43,21,6,0,58,51,"12,93","11,99",7,"0,03",4,0,0,"0,64",194,116,8,25,128,22,95,17
player_3739,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3740,DL (C),1 (14),337,94,87,2,2,0,0,0,2,19,4,"44,2 km","5,88",2,2,0,2,8,0,0,3,2,0,"25,64",14,"1,34",5,3,0,"3,08",47,14,0,1,5,0,5,0
player_3741,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3742,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3743,DF (C),3,270,139,120,14,1,0,"0,61",2,1,13,7,"28,1 km",3,7,6,1,2,0,0,0,1,8,11,"4,67",0,0,-,0,0,0,22,9,1,0,1,0,1,0
player_3744,DF (C),6,456,262,217,25,3,0,"0,14",0,0,16,7,"53,8 km","4,14",7,5,2,0,0,0,0,7,13,"14,61","3,75",3,"0,39",1,0,0,"0,13",47,29,2,3,1,0,1,0
player_3745,DF (C),3 (1),319,184,166,16,0,0,"0,28",0,0,12,4,"36,0 km","3,39",4,4,0,5,0,0,0,5,5,"6,49","6,21",0,0,-,0,0,0,35,25,2,2,0,0,0,0
player_3746,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3747,DF/CR (D),0 (4),252,146,121,9,0,0,0,0,1,11,5,"32,6 km","7,14",5,5,1,5,0,0,0,8,1,"13,57","6,79",0,0,-,0,0,0,20,9,1,1,6,1,6,1
player_3748,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3749,POR,0 (2),63,16,9,0,0,0,0,0,0,0,0,"4,8 km",-,0,-,0,0,1,0,0,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3750,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3751,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3752,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3753,DF/CR (I),31,2.744,1.408,1.225,157,31,0,"2,72",5,30,230,90,"354,3 km","10,66",113,101,6,31,31,5,0,55,55,"10,95","17,25",1,"0,03",1,0,0,0,173,105,16,23,84,12,84,12
player_3754,DL (C),0 (1),28,7,7,0,0,0,0,0,0,2,1,"2,2 km",-,1,1,0,0,1,0,0,0,0,-,-,0,-,-,0,0,0,5,1,0,0,0,0,0,0
player_3755,POR,6 (2),618,133,75,0,0,0,0,0,0,0,0,"29,5 km",0,1,0,0,0,3,0,0,0,-,"2,33","7,57",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3756,DL (C),6 (22),1.106,287,257,5,5,0,"0,3",1,14,70,19,"139,8 km","5,13",12,10,0,15,25,1,0,15,7,"1,38","19,94",41,"1,55",24,6,1,"3,03",145,21,0,4,10,0,10,0
player_3757,DL (C),0 (3),63,12,10,0,0,0,0,0,1,4,1,"8,9 km",-,1,1,0,1,1,0,0,1,0,-,-,1,-,0,0,0,"0,01",11,3,0,0,0,0,0,0
player_3758,DF (C),23 (1),1.972,1.118,943,63,3,0,"0,2",1,8,74,31,"240,4 km","4,29",31,25,5,19,6,2,0,26,34,"11,18","4,24",9,"0,18",1,0,0,"0,64",164,120,27,6,1,0,1,0
player_3759,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3760,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3761,MP (DIC),2 (1),116,42,37,3,1,0,"0,24",0,2,14,4,"14,5 km","6,98",1,1,0,0,1,0,0,1,1,"2,33","29,48",3,"0,78",1,0,0,"0,22",4,1,0,0,7,0,0,0
player_3762,ME/MP (I),1 (16),379,128,111,5,4,0,"0,22",0,13,45,10,"46,4 km","10,21",6,5,0,6,1,1,0,7,2,"1,19","37,99",3,0,1,1,0,"0,46",29,2,0,1,15,1,15,1
player_3763,"MP (DI), DL (C)",1 (17),561,188,165,13,8,0,"0,16",0,16,60,14,"74,9 km","11,71",11,8,0,8,7,1,0,11,2,"3,05","20,7",17,"0,8",5,1,0,"2,89",41,14,0,0,26,1,26,1
player_3764,DF (DC),3 (1),339,199,169,13,0,0,0,0,0,15,5,"41,4 km","4,51",6,3,0,4,0,1,0,2,7,"8,23","6,37",0,0,-,0,0,0,47,21,1,1,0,0,0,0
player_3765,"MP (I), DL (C)",32 (1),2.707,931,792,87,93,2,"2,59",6,58,350,75,"360,9 km","11,77",68,50,2,37,29,0,0,56,40,"3,22","15,23",46,"0,5",19,6,1,"7,35",201,67,0,11,253,30,99,14
player_3766,"ME (D), MP (DIC)",0 (4),257,95,86,5,3,1,"1,13",0,13,32,13,"36,7 km","9,81",9,8,0,2,7,0,0,6,3,"5,95","15,06",5,"1,4",2,1,0,"0,14",19,8,0,1,11,3,11,3
player_3767,DL (C),1 (18),621,152,132,6,6,0,"0,09",0,4,35,11,"80,0 km","6,81",10,7,0,6,12,0,0,0,4,"0,43","26,67",11,"0,72",7,4,0,"1,32",72,13,0,0,8,2,8,2
player_3768,POR,0 (1),65,14,10,0,0,0,0,0,0,0,0,"7,9 km",-,0,-,0,0,0,0,0,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3769,POR,0 (2),4,1,0,0,0,0,0,0,0,0,0,"0,0 km",-,0,-,0,0,0,0,0,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3770,POR,0 (2),83,21,17,0,0,0,0,0,0,0,0,"6,3 km",0,0,-,0,0,0,0,0,0,-,"1,08","7,59",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3771,ME/MP (D),3,270,102,88,7,3,1,"0,46",2,3,32,10,"35,8 km","8,67",7,7,0,4,7,1,0,2,5,"9,33",16,5,"0,67",4,1,0,"0,44",26,12,0,1,23,10,15,9
player_3772,DF (DC),0 (1),47,28,25,1,0,0,0,0,0,1,0,"6,5 km",-,1,1,0,0,0,0,0,1,0,-,-,0,-,-,0,0,0,4,4,1,1,0,0,0,0
player_3773,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3774,POR,2 (2),206,41,21,0,0,0,0,0,0,0,0,"16,8 km",0,0,-,0,1,0,1,0,0,-,"1,75","8,74",0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3775,DL (C),0 (2),48,13,13,0,0,0,0,0,0,2,0,"7,7 km",-,0,-,0,0,1,0,0,0,0,-,-,0,-,-,0,0,0,6,1,0,0,0,0,0,0
player_3776,ME/MP (C),1 (2),113,39,35,2,1,0,0,0,0,9,5,"14,5 km","7,96",3,3,0,1,2,0,0,0,0,"7,17","16,73",2,"1,59",1,0,0,"0,17",8,1,0,0,20,1,2,0
player_3777,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3778,DF (DC),0 (5),99,52,45,3,1,0,0,0,0,7,1,"10,6 km","10,91",1,1,1,0,2,0,0,2,1,10,"7,27",0,0,-,0,0,0,7,5,0,1,2,1,2,1
player_3779,DF (C),0 (1),35,20,18,2,0,0,0,0,0,2,1,"3,2 km",-,1,1,0,0,0,0,0,0,1,-,-,0,-,-,0,0,0,3,3,1,0,0,0,0,0
player_3780,DL (C),0 (2),46,10,8,0,0,0,0,0,1,2,0,"5,7 km",-,0,-,0,0,1,0,0,0,1,-,-,1,-,1,1,0,"0,05",5,0,0,0,0,0,0,0
player_3781,ME (C),20 (2),1.354,758,644,67,18,3,"1,81",1,8,148,42,"191,8 km","9,9",38,32,0,17,4,2,0,19,20,"7,71","8,44",5,"0,07",0,0,0,"0,34",55,19,0,5,6,0,6,0
player_3782,"MP (DC), DL (C)",34 (1),2.583,938,803,46,30,0,"1,99",3,33,225,58,"354,1 km","7,46",35,28,0,20,15,0,0,34,30,"6,55","19,44",38,"0,45",11,2,0,"3,76",201,45,0,10,21,2,21,2
player_3783,POR,16 (1),1.458,340,205,0,0,0,0,0,0,0,0,"0,0 km",0,0,-,0,0,8,0,0,0,-,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3784,ME/MP (DC),6 (30),1.601,752,652,71,18,2,"3,25",9,23,196,52,"216,8 km","8,71",41,37,0,7,9,2,0,24,18,"9,28","14,17",22,"0,28",4,0,0,"2,54",77,27,0,7,40,2,33,2
player_3785,ME (C),0 (2),86,39,33,5,3,0,0,0,0,10,0,"10,0 km","7,33",0,-,0,0,0,0,0,3,2,"4,19","17,79",1,"1,05",0,0,0,0,2,0,0,1,0,0,0,0
player_3786,"MC, ME/MP (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3787,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3788,MP (C),32,2.779,1.028,908,42,30,7,"6,75",7,52,237,54,"389,8 km","8,03",38,23,0,14,33,0,0,47,34,"8,52","26,17",63,"0,74",23,5,2,"5,67",194,36,0,11,20,3,20,3
player_3789,DF (C),1 (2),169,108,97,9,1,0,0,0,0,4,3,"22,5 km","5,33",3,3,1,0,1,0,0,3,3,"11,18","3,73",2,0,1,0,0,"0,35",14,10,1,0,1,0,1,0
player_3790,DF (D),0 (1),68,38,31,5,1,0,0,0,0,4,2,"9,1 km",-,2,0,0,0,0,0,0,2,2,-,-,0,-,-,0,0,0,5,1,0,0,4,0,4,0
player_3791,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3792,DF/CR (D),3 (4),402,207,185,24,6,0,"0,34",2,4,34,14,"54,2 km","13,21",19,12,1,1,2,0,0,8,8,"10,52","17,24",4,"0,67",1,1,0,"0,4",26,12,3,5,12,1,12,1
player_3793,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3794,DF (C),0 (1),27,18,17,1,0,0,0,0,0,1,0,"3,5 km",-,0,-,0,1,0,0,0,0,0,-,-,0,-,-,0,0,0,3,2,0,0,0,0,0,0
player_3795,DF/CR/ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3796,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3797,MC,30,2.497,1.329,1.114,89,33,2,"2,71",8,10,301,60,"327,3 km","8,18",59,47,0,13,4,0,0,47,31,"13,73","16,33",11,"0,22",3,1,1,"0,78",148,57,0,12,21,5,21,5
player_3798,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3799,"MC, ME (C)",14,918,520,456,41,12,2,"0,19",0,7,85,26,"127,0 km","9,61",26,22,1,16,5,1,1,13,17,"6,47","8,43",5,"0,29",1,1,0,"0,25",36,8,0,5,4,0,4,0
player_3800,DL (C),1 (6),173,47,44,1,1,0,0,1,4,11,5,"22,8 km","5,72",4,3,0,2,3,0,0,2,0,"1,04","26,53",8,"1,04",4,1,0,"0,99",22,4,0,0,2,1,2,1
player_3801,"MP (DI), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3802,DF (C),23,1.900,1.102,969,91,9,0,"1,69",3,0,78,29,"227,6 km","4,07",30,25,8,11,5,2,0,27,36,"11,42","4,26",5,"0,05",0,0,0,"0,36",175,116,10,6,7,0,7,0
player_3803,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3804,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3805,"MC, ME (C)",12 (13),1.349,755,647,68,16,1,"0,99",2,6,129,39,"190,0 km","9,07",37,33,0,24,4,1,0,17,18,"9,94","9,27",3,"0,07",0,0,0,"0,24",73,23,6,6,8,1,8,1
player_3806,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3807,DF (C),5,450,264,220,22,0,0,"0,33",2,1,12,5,"58,6 km","4,4",7,6,0,5,2,1,0,3,3,"15,8","4,4",3,"0,2",0,0,0,"0,32",42,28,1,2,0,0,0,0
player_3808,ME/MP (C),0 (7),147,74,62,6,0,0,"0,11",1,2,17,3,"21,9 km","8,57",2,1,0,2,1,0,0,3,0,"5,51","7,35",1,0,0,0,0,"0,88",4,2,0,0,1,0,1,0
player_3809,MP (D),1 (3),97,34,29,2,3,0,"0,11",0,1,14,4,"12,0 km","10,21",2,1,0,1,2,0,0,0,0,"1,86","27,84",0,0,-,0,0,0,9,2,0,0,4,0,4,0
player_3810,"MC, ME (C)",1 (9),316,157,139,11,6,0,"1,31",0,1,40,10,"44,2 km","8,26",9,6,0,2,0,1,0,2,3,"15,95","10,82",9,"0,28",4,0,0,"1,28",16,4,0,2,2,0,2,0
player_3811,POR,0 (1),11,3,1,0,0,0,0,0,0,0,0,"0,0 km",-,0,-,0,0,0,0,0,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,-
player_3812,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3813,ME/MP (I),34,2.900,1.007,843,91,69,5,"6,05",11,62,368,79,"403,6 km","13,53",69,60,0,50,18,2,0,60,21,"4,9","18,62",11,"0,09",4,1,0,"1,07",201,38,0,13,322,43,163,27
player_3814,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_3815,POR,3 (4),313,81,56,0,0,0,0,0,0,0,0,"19,2 km",0,2,0,0,0,3,0,0,0,-,"2,01","8,91",0,-,-,0,-,0,-,-,-,-,-,-,-,-
